<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SANDP-500,D,20160122,000000,1877.4000000,1908.8500000,1877.4000000,1906.9000000,18358
SANDP-500,D,20160125,000000,1906.2800000,1906.2800000,1875.9700000,1877.0800000,16986
SANDP-500,D,20160126,000000,1878.7900000,1906.7300000,1878.7900000,1903.6300000,17973
SANDP-500,D,20160127,000000,1902.5200000,1916.9900000,1872.7000000,1882.9500000,17849
SANDP-500,D,20160128,000000,1895.3500000,1902.9600000,1873.6500000,1893.3600000,18943
SANDP-500,D,20160129,000000,1895.3600000,1940.2400000,1895.3600000,1940.2400000,17754
SANDP-500,D,20160201,000000,1936.9400000,1947.2000000,1920.3000000,1939.3800000,17737
SANDP-500,D,20160202,000000,1932.3400000,1932.3400000,1897.2900000,1903.0300000,18609
SANDP-500,D,20160203,000000,1910.0800000,1918.0100000,1872.2300000,1912.5300000,19999
SANDP-500,D,20160204,000000,1911.1200000,1927.3500000,1900.5200000,1915.4500000,18614
SANDP-500,D,20160205,000000,1913.0700000,1913.0700000,1872.6500000,1880.0500000,19163
SANDP-500,D,20160208,000000,1873.2500000,1873.2500000,1828.4600000,1853.4400000,19485
SANDP-500,D,20160209,000000,1845.7500000,1868.2500000,1834.9400000,1852.2100000,18673
SANDP-500,D,20160210,000000,1857.1000000,1881.6000000,1850.3200000,1851.8600000,18649
SANDP-500,D,20160211,000000,1842.3500000,1842.3500000,1810.1000000,1829.0800000,19553
SANDP-500,D,20160212,000000,1835.3400000,1864.7800000,1835.3400000,1864.7800000,17835
SANDP-500,D,20160216,000000,1871.4400000,1895.7400000,1871.4400000,1895.5800000,17057
SANDP-500,D,20160217,000000,1898.8000000,1930.6800000,1898.8000000,1926.8200000,17168
SANDP-500,D,20160218,000000,1928.7800000,1930.0000000,1915.0900000,1917.8300000,17129
SANDP-500,D,20160219,000000,1916.7400000,1918.7800000,1902.1700000,1917.7800000,16365
SANDP-500,D,20160222,000000,1927.6200000,1946.7000000,1927.6200000,1945.5000000,15783
SANDP-500,D,20160223,000000,1942.3800000,1942.3800000,1919.4400000,1921.2700000,16247
SANDP-500,D,20160224,000000,1910.0500000,1932.0800000,1891.0200000,1929.8000000,13946
SANDP-500,D,20160225,000000,1933.3700000,1951.8300000,1925.4100000,1951.7000000,15643
SANDP-500,D,20160226,000000,1954.9500000,1962.9600000,1945.7800000,1948.0500000,16806
SANDP-500,D,20160229,000000,1947.1300000,1958.2700000,1931.8100000,1932.2300000,16286
SANDP-500,D,20160301,000000,1937.0900000,1978.3500000,1937.0900000,1978.3500000,16298
SANDP-500,D,20160302,000000,1976.6000000,1986.5100000,1968.8000000,1986.4500000,16329
SANDP-500,D,20160303,000000,1985.6000000,1993.6900000,1977.3700000,1993.4000000,15886
SANDP-500,D,20160304,000000,1994.0100000,2009.1300000,1986.7700000,1999.9900000,16883
SANDP-500,D,20160307,000000,1996.1100000,2006.1200000,1989.3800000,2001.7600000,15472
SANDP-500,D,20160308,000000,1996.8800000,1996.8800000,1977.4300000,1979.2600000,16673
SANDP-500,D,20160309,000000,1981.4400000,1992.6900000,1979.8400000,1989.2600000,16073
SANDP-500,D,20160310,000000,1990.9700000,2005.0700000,1969.2500000,1989.5700000,16783
SANDP-500,D,20160311,000000,1995.9300000,2022.3400000,1995.9300000,2022.1900000,15132
SANDP-500,D,20160314,000000,2018.7300000,2024.5700000,2012.0500000,2019.6400000,14749
SANDP-500,D,20160315,000000,2014.0000000,2015.9400000,2005.2300000,2015.9300000,14993
SANDP-500,D,20160316,000000,2014.2400000,2032.0200000,2010.0400000,2027.2200000,16699
SANDP-500,D,20160317,000000,2026.9000000,2046.2400000,2022.1600000,2040.5900000,16149
SANDP-500,D,20160318,000000,2041.1600000,2052.3600000,2041.1600000,2049.5800000,15848
SANDP-500,D,20160321,000000,2047.8800000,2053.9100000,2043.1400000,2051.6000000,15497
SANDP-500,D,20160322,000000,2048.6400000,2056.6000000,2040.5700000,2049.8000000,14723
SANDP-500,D,20160323,000000,2048.5500000,2048.5500000,2034.8600000,2036.7100000,15510
SANDP-500,D,20160324,000000,2032.4800000,2036.0400000,2022.4900000,2035.9400000,14935
SANDP-500,D,20160328,000000,2037.8900000,2042.6700000,2031.9600000,2037.0500000,14439
SANDP-500,D,20160329,000000,2035.7500000,2055.9100000,2028.3100000,2055.0100000,15467
SANDP-500,D,20160330,000000,2058.2700000,2072.2100000,2058.2700000,2063.9500000,14980
SANDP-500,D,20160331,000000,2063.7700000,2067.9200000,2057.4600000,2059.7400000,14445
SANDP-500,D,20160401,000000,2056.6200000,2075.0700000,2043.9800000,2072.7800000,15191
SANDP-500,D,20160404,000000,2073.1900000,2074.0200000,2062.5700000,2066.1300000,14891
SANDP-500,D,20160405,000000,2060.1800000,2060.1800000,2042.5600000,2045.1700000,15775
SANDP-500,D,20160406,000000,2045.5600000,2067.3300000,2043.0900000,2066.6600000,15420
SANDP-500,D,20160407,000000,2063.0100000,2063.0100000,2033.8000000,2041.9100000,15943
SANDP-500,D,20160408,000000,2045.5400000,2060.6300000,2041.6900000,2047.6000000,15769
SANDP-500,D,20160411,000000,2051.5400000,2062.9300000,2041.8800000,2041.9900000,15475
SANDP-500,D,20160412,000000,2043.7600000,2065.0500000,2039.7400000,2061.7200000,15607
SANDP-500,D,20160413,000000,2065.9200000,2083.1800000,2065.9200000,2082.4200000,16020
SANDP-500,D,20160414,000000,2082.8900000,2087.8400000,2078.1300000,2082.7800000,14666
SANDP-500,D,20160415,000000,2083.1000000,2083.2200000,2076.3100000,2080.7300000,14180
SANDP-500,D,20160418,000000,2078.8300000,2094.6600000,2073.6500000,2094.3400000,14789
SANDP-500,D,20160419,000000,2096.0500000,2104.0500000,2091.6800000,2100.8000000,15432
SANDP-500,D,20160420,000000,2101.5200000,2111.0500000,2096.3200000,2102.4000000,15115
SANDP-500,D,20160421,000000,2102.0900000,2103.7800000,2088.5200000,2091.4800000,16085
SANDP-500,D,20160422,000000,2091.4900000,2094.3200000,2081.2000000,2091.5800000,16175
SANDP-500,D,20160425,000000,2089.3700000,2089.3700000,2077.5200000,2087.7900000,14855
SANDP-500,D,20160426,000000,2089.8400000,2096.8700000,2085.8000000,2091.7000000,14834
SANDP-500,D,20160427,000000,2092.3300000,2099.8900000,2082.3100000,2095.1500000,16499
SANDP-500,D,20160428,000000,2090.9300000,2099.3000000,2071.6300000,2075.8100000,16579
SANDP-500,D,20160429,000000,2071.8200000,2073.8500000,2052.2800000,2065.3000000,17611
SANDP-500,D,20160502,000000,2067.1700000,2083.4200000,2066.1100000,2081.4300000,15823
SANDP-500,D,20160503,000000,2077.1800000,2077.1800000,2054.8900000,2063.3700000,16274
SANDP-500,D,20160504,000000,2060.3000000,2060.3000000,2045.5500000,2051.1200000,16066
SANDP-500,D,20160505,000000,2052.9500000,2060.2300000,2045.7700000,2050.6300000,15970
SANDP-500,D,20160506,000000,2047.7700000,2057.7200000,2039.4500000,2057.1400000,15660
SANDP-500,D,20160509,000000,2057.5500000,2064.1500000,2054.3100000,2058.6900000,15255
SANDP-500,D,20160510,000000,2062.6300000,2084.8700000,2062.6300000,2084.3900000,13919
SANDP-500,D,20160511,000000,2083.2900000,2083.2900000,2064.4600000,2064.4600000,14683
SANDP-500,D,20160512,000000,2067.1700000,2073.9900000,2053.1300000,2064.1100000,15941
SANDP-500,D,20160513,000000,2062.5000000,2066.7900000,2043.1300000,2046.6100000,15924
SANDP-500,D,20160516,000000,2046.5300000,2071.8800000,2046.5300000,2066.6600000,14591
SANDP-500,D,20160517,000000,2065.0400000,2065.6900000,2040.8200000,2047.2100000,16106
SANDP-500,D,20160518,000000,2044.3800000,2060.6100000,2034.4900000,2047.6300000,16969
SANDP-500,D,20160519,000000,2042.3600000,2043.2000000,2025.9100000,2040.0400000,16486
SANDP-500,D,20160520,000000,2041.8800000,2058.3500000,2041.8800000,2052.3200000,13870
SANDP-500,D,20160523,000000,2052.2300000,2055.5800000,2047.2600000,2048.0400000,13872
SANDP-500,D,20160524,000000,2054.5200000,2079.6700000,2054.5200000,2076.0600000,13516
SANDP-500,D,20160525,000000,2078.9300000,2094.7300000,2078.9300000,2090.5400000,13919
SANDP-500,D,20160526,000000,2091.6800000,2094.3000000,2087.0800000,2090.1000000,13040
SANDP-500,D,20160527,000000,2090.0600000,2099.0600000,2090.0600000,2099.0600000,12596
SANDP-500,D,20160531,000000,2100.1300000,2103.4800000,2088.6600000,2096.9600000,14011
SANDP-500,D,20160601,000000,2093.9400000,2100.9700000,2085.1000000,2099.3300000,14359
SANDP-500,D,20160602,000000,2097.7100000,2105.2600000,2088.5900000,2105.2600000,13515
SANDP-500,D,20160603,000000,2104.0700000,2104.0700000,2085.3600000,2099.1300000,14451
SANDP-500,D,20160606,000000,2101.7000000,2113.3600000,2101.5600000,2109.4100000,13690
SANDP-500,D,20160607,000000,2110.1800000,2119.2200000,2110.1800000,2112.1300000,12764
SANDP-500,D,20160608,000000,2112.7100000,2120.5500000,2112.7100000,2119.1200000,12525
SANDP-500,D,20160609,000000,2115.6500000,2117.6400000,2107.7300000,2115.4800000,13032
SANDP-500,D,20160610,000000,2109.5700000,2109.5700000,2089.9600000,2096.0700000,14252
SANDP-500,D,20160613,000000,2091.7500000,2098.1200000,2078.4600000,2079.0600000,15346
SANDP-500,D,20160614,000000,2076.6500000,2081.3000000,2064.1000000,2075.3200000,15542
SANDP-500,D,20160615,000000,2078.6900000,2085.6500000,2069.8000000,2071.5000000,13999
SANDP-500,D,20160616,000000,2064.8400000,2079.6200000,2050.3700000,2077.9900000,16078
SANDP-500,D,20160617,000000,2078.2000000,2078.2000000,2062.8400000,2071.2200000,15112
SANDP-500,D,20160620,000000,2075.5800000,2100.6600000,2075.5800000,2083.2500000,14293
SANDP-500,D,20160621,000000,2085.1900000,2093.6600000,2083.0200000,2088.9000000,14147
SANDP-500,D,20160622,000000,2089.7500000,2099.7100000,2084.3600000,2085.4500000,14577
SANDP-500,D,20160623,000000,2092.8000000,2113.3200000,2092.8000000,2113.3200000,13318
SANDP-500,D,20160624,000000,2095.9200000,2095.9200000,2032.5700000,2037.4100000,18369
SANDP-500,D,20160627,000000,2031.4500000,2031.4500000,1991.6800000,2000.5400000,18041
SANDP-500,D,20160628,000000,2006.6700000,2036.0900000,2006.6700000,2036.0900000,16471
SANDP-500,D,20160629,000000,2042.6900000,2073.1300000,2042.6900000,2070.7700000,15359
SANDP-500,D,20160630,000000,2073.1700000,2098.9400000,2070.0000000,2098.8600000,16499
SANDP-500,D,20160701,000000,2099.3400000,2108.7100000,2097.9000000,2102.9500000,14456
SANDP-500,D,20160705,000000,2095.0500000,2095.0500000,2080.8600000,2088.5500000,14823
SANDP-500,D,20160706,000000,2084.4300000,2100.7200000,2074.0200000,2099.7300000,15765
SANDP-500,D,20160707,000000,2100.4200000,2109.0800000,2089.3900000,2097.9000000,15688
SANDP-500,D,20160708,000000,2106.9700000,2131.7100000,2106.9700000,2129.9000000,13921
SANDP-500,D,20160711,000000,2131.7200000,2143.1600000,2131.7200000,2137.1600000,13182
SANDP-500,D,20160712,000000,2139.5000000,2155.4000000,2139.5000000,2152.1400000,13768
SANDP-500,D,20160713,000000,2153.8100000,2156.4500000,2146.2100000,2152.4300000,13987
SANDP-500,D,20160714,000000,2157.8800000,2168.9900000,2157.8800000,2163.7500000,13672
SANDP-500,D,20160715,000000,2165.1300000,2169.0500000,2155.7900000,2161.7400000,13119
SANDP-500,D,20160718,000000,2162.0400000,2168.3500000,2159.6300000,2166.8900000,12172
SANDP-500,D,20160719,000000,2163.7900000,2164.6300000,2159.0100000,2163.7800000,12821
SANDP-500,D,20160720,000000,2166.1000000,2175.6300000,2164.8900000,2173.0200000,12520
SANDP-500,D,20160721,000000,2173.1200000,2174.5600000,2159.7500000,2165.1700000,13493
SANDP-500,D,20160722,000000,2166.4700000,2175.1100000,2163.2400000,2175.0300000,12266
SANDP-500,D,20160725,000000,2173.3600000,2173.5400000,2161.9500000,2168.4800000,12706
SANDP-500,D,20160726,000000,2168.9700000,2173.5400000,2160.1800000,2169.1800000,12971
SANDP-500,D,20160727,000000,2169.8100000,2174.9800000,2159.1300000,2166.5800000,15206
SANDP-500,D,20160728,000000,2165.4100000,2172.8500000,2159.7400000,2170.0600000,14284
SANDP-500,D,20160729,000000,2168.8300000,2177.0900000,2163.4900000,2173.6000000,13963
SANDP-500,D,20160801,000000,2173.1500000,2178.2900000,2166.2100000,2170.8400000,14220
SANDP-500,D,20160802,000000,2169.9400000,2170.2000000,2147.5800000,2157.0300000,15240
SANDP-500,D,20160803,000000,2156.8100000,2163.7900000,2152.5600000,2163.7900000,13636
SANDP-500,D,20160804,000000,2163.8600000,2168.1900000,2159.0700000,2164.2500000,12599
SANDP-500,D,20160805,000000,2168.7900000,2182.8700000,2168.7900000,2182.8700000,12423
SANDP-500,D,20160808,000000,2183.7600000,2185.4400000,2177.8500000,2180.8900000,11559
SANDP-500,D,20160809,000000,2182.2400000,2187.6600000,2178.6100000,2181.7400000,12048
SANDP-500,D,20160810,000000,2182.8100000,2183.4100000,2172.0000000,2175.4900000,12251
SANDP-500,D,20160811,000000,2177.9700000,2188.4500000,2177.9700000,2185.7900000,11738
SANDP-500,D,20160812,000000,2183.7400000,2186.2800000,2180.1200000,2184.0500000,8948
SANDP-500,D,20160815,000000,2186.1400000,2193.8100000,2186.1400000,2190.1500000,10459
SANDP-500,D,20160816,000000,2186.0100000,2186.0400000,2178.1400000,2178.1500000,12031
SANDP-500,D,20160817,000000,2177.8400000,2183.0800000,2168.5000000,2182.2200000,13551
SANDP-500,D,20160818,000000,2181.8600000,2187.0300000,2180.4600000,2187.0200000,11960
SANDP-500,D,20160819,000000,2184.0800000,2185.0000000,2175.1300000,2183.8700000,12329
SANDP-500,D,20160822,000000,2181.5800000,2185.1500000,2175.9600000,2182.6400000,12242
SANDP-500,D,20160823,000000,2187.8100000,2193.4200000,2186.8600000,2186.9000000,11355
SANDP-500,D,20160824,000000,2185.0900000,2186.6600000,2171.2500000,2175.4400000,12520
SANDP-500,D,20160825,000000,2173.0100000,2179.0000000,2169.7400000,2172.4700000,13325
SANDP-500,D,20160826,000000,2175.1000000,2187.9400000,2160.3900000,2169.0400000,14940
SANDP-500,D,20160829,000000,2170.1900000,2183.4800000,2170.1900000,2180.3800000,11689
SANDP-500,D,20160830,000000,2179.4500000,2182.2700000,2170.4100000,2176.1200000,11981
SANDP-500,D,20160831,000000,2173.5600000,2173.7900000,2161.3600000,2170.9500000,12571
SANDP-500,D,20160901,000000,2171.3300000,2173.5600000,2157.0900000,2170.8600000,12832
SANDP-500,D,20160902,000000,2178.0000000,2184.8700000,2173.5900000,2179.9800000,12405
SANDP-500,D,20160906,000000,2181.6100000,2186.5600000,2175.1000000,2186.4800000,12407
SANDP-500,D,20160907,000000,2185.1700000,2187.8700000,2179.0700000,2186.1600000,13004
SANDP-500,D,20160908,000000,2182.7600000,2184.9400000,2177.4900000,2181.3000000,13244
SANDP-500,D,20160909,000000,2168.5700000,2168.5700000,2127.8100000,2127.8100000,14448
SANDP-500,D,20160912,000000,2120.1600000,2163.3000000,2119.1200000,2159.0400000,14716
SANDP-500,D,20160913,000000,2150.4700000,2150.4700000,2120.2700000,2127.0200000,16511
SANDP-500,D,20160914,000000,2127.8600000,2141.3200000,2119.9000000,2125.7700000,16309
SANDP-500,D,20160915,000000,2125.0700000,2151.3100000,2122.3600000,2147.2600000,14990
SANDP-500,D,20160916,000000,2146.4400000,2146.4400000,2131.2000000,2139.1600000,14728
SANDP-500,D,20160919,000000,2143.9900000,2153.6100000,2135.9100000,2139.1200000,14024
SANDP-500,D,20160920,000000,2146.1200000,2150.8000000,2139.1700000,2139.7600000,13775
SANDP-500,D,20160921,000000,2144.9700000,2165.0900000,2139.5700000,2163.1200000,14049
SANDP-500,D,20160922,000000,2171.5500000,2179.9900000,2171.5400000,2177.1800000,11234
SANDP-500,D,20160923,000000,2173.2900000,2173.7500000,2163.9700000,2164.6900000,14044
SANDP-500,D,20160926,000000,2158.5400000,2158.5400000,2145.0900000,2146.1000000,13376
SANDP-500,D,20160927,000000,2145.9600000,2161.1300000,2141.5500000,2159.9300000,13630
SANDP-500,D,20160928,000000,2161.8500000,2172.3700000,2151.7900000,2171.3700000,14756
SANDP-500,D,20160929,000000,2168.9000000,2172.6700000,2145.2000000,2151.1300000,17082
SANDP-500,D,20160930,000000,2156.5100000,2175.3000000,2156.5100000,2168.2700000,14479
SANDP-500,D,20161003,000000,2164.3300000,2164.4100000,2154.7700000,2161.2000000,14155
SANDP-500,D,20161004,000000,2163.3700000,2165.4600000,2144.0100000,2150.4900000,15975
SANDP-500,D,20161005,000000,2155.1500000,2163.9500000,2155.1500000,2159.7300000,13609
SANDP-500,D,20161006,000000,2158.2200000,2162.9300000,2150.2800000,2160.7700000,14014
SANDP-500,D,20161007,000000,2164.1900000,2165.8600000,2144.8500000,2153.7400000,14345
SANDP-500,D,20161010,000000,2160.3900000,2169.6000000,2160.3900000,2163.6600000,12483
SANDP-500,D,20161011,000000,2161.3500000,2161.5600000,2128.8400000,2136.7300000,15413
SANDP-500,D,20161012,000000,2137.6700000,2145.3600000,2132.7700000,2139.1800000,13974
SANDP-500,D,20161013,000000,2129.7100000,2138.1900000,2114.7400000,2132.5500000,13310
SANDP-500,D,20161014,000000,2139.6800000,2149.1900000,2132.9800000,2132.9800000,14941
SANDP-500,D,20161017,000000,2132.9500000,2135.6100000,2124.4300000,2126.5000000,13346
SANDP-500,D,20161018,000000,2138.3100000,2144.3800000,2135.4900000,2139.6000000,12974
SANDP-500,D,20161019,000000,2140.8100000,2148.4400000,2138.1500000,2144.2900000,12813
SANDP-500,D,20161020,000000,2142.5100000,2147.1800000,2133.4400000,2141.3400000,14280
SANDP-500,D,20161021,000000,2139.4300000,2142.6300000,2130.0900000,2141.1600000,14158
SANDP-500,D,20161024,000000,2148.5000000,2154.7900000,2146.9100000,2151.3300000,12779
SANDP-500,D,20161025,000000,2149.7200000,2151.4400000,2141.9300000,2143.1600000,13685
SANDP-500,D,20161026,000000,2136.9700000,2145.7300000,2131.5900000,2139.4300000,14903
SANDP-500,D,20161027,000000,2144.0600000,2147.1300000,2132.5200000,2133.0400000,15367
SANDP-500,D,20161028,000000,2132.2300000,2140.7200000,2119.3600000,2126.4100000,16992
SANDP-500,D,20161031,000000,2129.7800000,2133.2500000,2125.5300000,2126.1500000,14341
SANDP-500,D,20161101,000000,2128.6800000,2131.4500000,2097.8500000,2111.7200000,16658
SANDP-500,D,20161102,000000,2109.4300000,2111.7600000,2094.0000000,2097.9400000,16714
SANDP-500,D,20161103,000000,2098.8000000,2102.5600000,2085.2300000,2088.6600000,16199
SANDP-500,D,20161104,000000,2083.7900000,2099.0700000,2083.7900000,2085.1800000,15497
SANDP-500,D,20161107,000000,2100.5900000,2132.0000000,2100.5900000,2131.5200000,14490
SANDP-500,D,20161108,000000,2129.9200000,2146.7400000,2123.5600000,2139.5600000,15364
SANDP-500,D,20161109,000000,2131.5600000,2170.1000000,2125.3500000,2163.2600000,18543
SANDP-500,D,20161110,000000,2167.4900000,2182.3000000,2151.1700000,2167.4800000,18915
SANDP-500,D,20161111,000000,2162.6500000,2165.9200000,2152.4900000,2164.4500000,17048
SANDP-500,D,20161114,000000,2166.0500000,2171.3600000,2156.0800000,2164.2000000,17846
SANDP-500,D,20161115,000000,2168.2900000,2180.8400000,2166.3800000,2180.3900000,16075
SANDP-500,D,20161116,000000,2176.2100000,2179.2200000,2172.2000000,2176.9400000,15282
SANDP-500,D,20161117,000000,2177.4100000,2188.0600000,2176.6500000,2187.1200000,14816
SANDP-500,D,20161118,000000,2187.0100000,2189.8900000,2180.3800000,2181.9000000,13892
SANDP-500,D,20161121,000000,2186.4300000,2198.7000000,2186.4300000,2198.1800000,13760
SANDP-500,D,20161122,000000,2201.5600000,2204.8000000,2194.5100000,2202.9400000,14430
SANDP-500,D,20161123,000000,2198.4200000,2204.7200000,2194.5100000,2204.7200000,14122
SANDP-500,D,20161125,000000,2206.2700000,2213.3500000,2206.2700000,2213.3500000,7515
SANDP-500,D,20161128,000000,2210.2100000,2211.1400000,2200.3600000,2201.7200000,14067
SANDP-500,D,20161129,000000,2200.7600000,2210.4600000,2198.1500000,2204.6600000,13989
SANDP-500,D,20161130,000000,2204.9700000,2214.1000000,2198.8100000,2198.8100000,15598
SANDP-500,D,20161201,000000,2200.1700000,2202.6000000,2187.4400000,2191.0800000,17197
SANDP-500,D,20161202,000000,2191.1200000,2197.9500000,2188.3700000,2191.9500000,15080
SANDP-500,D,20161205,000000,2200.6500000,2209.4200000,2199.9700000,2204.7100000,17770
SANDP-500,D,20161206,000000,2207.2600000,2212.7800000,2202.2100000,2212.2300000,17499
SANDP-500,D,20161207,000000,2210.7200000,2241.6300000,2208.9300000,2241.3500000,18261
SANDP-500,D,20161208,000000,2241.1300000,2251.6900000,2237.5700000,2246.1900000,18545
SANDP-500,D,20161209,000000,2249.7300000,2259.8000000,2249.2300000,2259.5300000,17347
SANDP-500,D,20161212,000000,2258.8300000,2264.0300000,2252.3700000,2256.9600000,17936
SANDP-500,D,20161213,000000,2263.3200000,2277.5300000,2263.3200000,2271.7200000,18344
SANDP-500,D,20161214,000000,2268.3500000,2276.2000000,2248.4400000,2253.2800000,18911
SANDP-500,D,20161215,000000,2253.7700000,2272.1200000,2253.7700000,2262.0300000,18594
SANDP-500,D,20161216,000000,2266.8100000,2268.0500000,2254.2400000,2258.0700000,17632
SANDP-500,D,20161219,000000,2259.2400000,2267.4700000,2258.2800000,2262.5300000,17346
SANDP-500,D,20161220,000000,2266.5000000,2272.5600000,2266.1400000,2270.7600000,16794
SANDP-500,D,20161221,000000,2270.5400000,2271.2300000,2265.1500000,2265.1800000,16127
SANDP-500,D,20161222,000000,2262.9300000,2263.1800000,2256.0800000,2260.9600000,16193
SANDP-500,D,20161223,000000,2260.2500000,2263.7900000,2258.8400000,2263.7900000,14979
SANDP-500,D,20161227,000000,2266.2300000,2273.8200000,2266.1500000,2268.8800000,15014
SANDP-500,D,20161228,000000,2270.2300000,2271.3100000,2249.1100000,2249.9200000,16262
SANDP-500,D,20161229,000000,2249.5000000,2254.5100000,2244.5600000,2249.2600000,16523
SANDP-500,D,20161230,000000,2251.6100000,2253.5800000,2233.6200000,2238.8300000,16916
SANDP-500,D,20170103,000000,2251.5700000,2263.8800000,2245.1300000,2257.8300000,17987
SANDP-500,D,20170104,000000,2261.6000000,2272.8200000,2261.6000000,2270.7500000,16915
SANDP-500,D,20170105,000000,2268.1800000,2271.5000000,2260.4500000,2269.0000000,17309
SANDP-500,D,20170106,000000,2270.2600000,2282.1000000,2264.0600000,2276.9800000,17039
SANDP-500,D,20170109,000000,2273.5900000,2275.4900000,2268.9000000,2268.9000000,16786
SANDP-500,D,20170110,000000,2269.7200000,2279.2700000,2265.2700000,2268.9000000,17046
SANDP-500,D,20170111,000000,2268.6000000,2275.3200000,2260.8300000,2275.3200000,18038
SANDP-500,D,20170112,000000,2271.1400000,2271.7800000,2254.2500000,2270.4400000,17517
SANDP-500,D,20170113,000000,2272.7400000,2278.6800000,2271.5100000,2274.6400000,16755
SANDP-500,D,20170117,000000,2267.8700000,2272.0800000,2262.8100000,2267.8900000,17322
SANDP-500,D,20170118,000000,2269.1400000,2272.0100000,2263.3500000,2271.8900000,16725
SANDP-500,D,20170119,000000,2271.9000000,2274.3300000,2258.4100000,2263.6900000,16739
SANDP-500,D,20170120,000000,2269.9600000,2276.9600000,2265.0100000,2271.3100000,17507
SANDP-500,D,20170123,000000,2267.7800000,2271.7800000,2257.0200000,2265.2000000,17103
SANDP-500,D,20170124,000000,2267.8800000,2284.6300000,2266.6800000,2280.0700000,16951
SANDP-500,D,20170125,000000,2288.8800000,2299.5500000,2288.8800000,2298.3700000,16985
SANDP-500,D,20170126,000000,2298.6300000,2300.9900000,2294.0800000,2296.6800000,17377
SANDP-500,D,20170127,000000,2299.0200000,2299.0200000,2291.6200000,2294.6900000,16713
SANDP-500,D,20170130,000000,2286.0100000,2286.0100000,2268.0400000,2280.9000000,17163
SANDP-500,D,20170131,000000,2274.0200000,2279.0900000,2267.2100000,2278.8700000,17081
SANDP-500,D,20170201,000000,2285.5900000,2289.1400000,2272.4400000,2279.5500000,18077
SANDP-500,D,20170202,000000,2276.6900000,2283.9700000,2271.6500000,2280.8500000,17387
SANDP-500,D,20170203,000000,2288.5400000,2298.2700000,2287.8800000,2297.4200000,17003
SANDP-500,D,20170206,000000,2294.2800000,2296.1800000,2288.5700000,2292.5600000,16242
SANDP-500,D,20170207,000000,2295.8700000,2299.4000000,2290.1600000,2293.0800000,16598
SANDP-500,D,20170208,000000,2289.1000000,2295.9100000,2285.3800000,2294.6700000,16863
SANDP-500,D,20170209,000000,2296.7000000,2311.0800000,2296.6100000,2307.8700000,16523
SANDP-500,D,20170210,000000,2312.2700000,2319.2300000,2311.1000000,2316.1000000,16479
SANDP-500,D,20170213,000000,2321.7100000,2331.5800000,2321.4200000,2328.2500000,16379
SANDP-500,D,20170214,000000,2326.1200000,2337.5800000,2322.1700000,2337.5800000,16770
SANDP-500,D,20170215,000000,2335.5800000,2351.3000000,2334.8100000,2349.2500000,16141
SANDP-500,D,20170216,000000,2349.6400000,2351.3100000,2338.8700000,2347.2200000,15088
SANDP-500,D,20170217,000000,2343.0100000,2351.1600000,2339.5800000,2351.1600000,15063
SANDP-500,D,20170221,000000,2354.9100000,2366.7100000,2354.9100000,2365.3800000,9434
SANDP-500,D,20170222,000000,2361.1100000,2364.8200000,2358.3400000,2362.8200000,16290
SANDP-500,D,20170223,000000,2367.5000000,2368.2600000,2355.0900000,2363.8100000,17245
SANDP-500,D,20170224,000000,2355.7300000,2367.3400000,2352.8700000,2367.3400000,16919
SANDP-500,D,20170227,000000,2365.2300000,2371.5400000,2361.8700000,2369.7500000,16522
SANDP-500,D,20170228,000000,2366.0800000,2367.7900000,2358.9600000,2363.6400000,16923
SANDP-500,D,20170301,000000,2380.1300000,2400.9800000,2380.1300000,2395.9600000,18005
SANDP-500,D,20170302,000000,2394.7500000,2394.7500000,2380.1700000,2381.9200000,17359
SANDP-500,D,20170303,000000,2380.9200000,2383.8900000,2375.3900000,2383.1200000,16901
SANDP-500,D,20170306,000000,2375.2300000,2378.8000000,2367.9800000,2375.3100000,15987
SANDP-500,D,20170307,000000,2370.7700000,2375.1200000,2365.5100000,2368.3900000,15786
SANDP-500,D,20170308,000000,2369.8100000,2373.0900000,2361.0400000,2362.9800000,16041
SANDP-500,D,20170309,000000,2363.4900000,2369.0800000,2354.5600000,2364.8700000,15945
SANDP-500,D,20170310,000000,2372.5200000,2376.8600000,2363.0400000,2372.6000000,16978
SANDP-500,D,20170313,000000,2371.5600000,2374.4200000,2368.5200000,2373.4700000,16189
SANDP-500,D,20170314,000000,2368.5500000,2368.5500000,2358.1800000,2365.4500000,16893
SANDP-500,D,20170315,000000,2370.5200000,2390.0100000,2368.9400000,2385.2600000,16870
SANDP-500,D,20170316,000000,2387.8700000,2388.1000000,2377.1800000,2381.3800000,16444
SANDP-500,D,20170317,000000,2383.7100000,2385.7100000,2377.6400000,2378.2500000,16493
SANDP-500,D,20170320,000000,2378.2400000,2379.5500000,2369.6600000,2373.4700000,16499
SANDP-500,D,20170321,000000,2379.3200000,2381.9300000,2341.9000000,2344.0200000,19276
SANDP-500,D,20170322,000000,2343.0000000,2351.8100000,2336.4500000,2348.4500000,17918
SANDP-500,D,20170323,000000,2345.9700000,2358.9200000,2342.3700000,2345.9600000,17448
SANDP-500,D,20170324,000000,2350.4200000,2356.2200000,2335.7400000,2343.9800000,17643
